title,url,summary
Vlog一次成片 华为nova9系列HarmonyOS手机精彩耀现,http://www.guokr.com/article/460343/,021年9月23日，华为发布nova9 系列，带来最新的HarmonyOS潮流旗舰。此次发布的两款机型nova9 Pro和nova9，基于HarmonyOS 2系统扩展与提升影像和性能体验，由此带来前所未有的自拍和Vlog拍摄体验。
英特尔 Evo™ 跨界贾樟柯，首创迷你短剧探索科技和人生的进化之旅,http://www.guokr.com/article/460341/,40 款英特尔 Evo™ 笔记本家族全球首秀亮相中国，软硬件双进化大秀“百变武艺”
创维旗舰新品震撼面世：以“真实”科技力拓展行业全新价值空间,http://www.guokr.com/article/460346/,2021年9月23日，“致敬真实”创维电视2021秋季新品发布会在京举行，重磅发布四款覆盖OLED、MiniLED两大前沿显示技术的旗舰新品——创维0.86高色准OLED电视S82、创维鸣丽屏®SmartMiniLED电视Q72、真120Hz无屏闪音画旗舰A20 Pro及创维首款OLED电竞显示器G90，以突破行业的技术水平和产品实力，向“真实视界”更进一步。
广汽本田锐·混动联盟极限续航2994.2km，再创新记录展现电驱混动超强技术魅力,http://www.guokr.com/article/460339/,9月22日，广汽本田联合央视财经打造国内汽车行业首个全流程XR 4K直播发布会
汉EV的高电压充电技术有什么特别之处？,http://www.guokr.com/article/460338/,好马配好鞍，刀片电池采用高压充电方案
智趣新生，搭载Honda CONNECT 3.0智导互联 ，新凌派（NEW CRIDER）震撼上市,http://www.guokr.com/article/460377/,9月28日，“智在必型 Suit What You Imagine ”广汽本田新车型发布会线上火热举办。新凌派（NEW CRIDER）正式上市，搭载Honda CONNECT 3.0智导互联，带来Honda新一代智能网联科技的抢“鲜”体验，科技魅力大幅提升；“轻·致”理念焕新而来，提升了大气精致车格和舒适性，强化了全方位的越级价值；新增风格凌厉的幻夜版，点燃运动激情。此次推出2款动力共10个版本，市场指导价为10.98-16.98万元。购车可享50%首付起，最高享24期0利率；锐·混动车型再享3年6次免费基础保养（含首保）。详情请咨询广汽本田特约店。
百队参赛，万人参与，新缤越篮球新星选拔赛北京圆满收官,http://www.guokr.com/article/460375/,吉利发布“我们的篮球”用户共创赛事 持续为用户创造快乐
充满想象力的汽车“移动充电方案”，获顺为数千万投资,http://www.guokr.com/article/460373/,随着国家公布碳达峰、碳中和的战略目标，国内新能源汽车销量连月走高，新能源汽车市场热度始终不减，除了新品牌、新概念层出不穷的整车以外，汽车充电这一市场也有了极具潜力的新玩家入局。近日，在移动充电领域异军突起的始途科技（杭州）有限公司 SATOR TECH，成功获得顺为资本数千万元天使轮融资，始途科技表示，本轮融资将继续用于加速产品研发和产品量产。
动创未来，安踏创新科技大会领航中国运动科技发展之路,http://www.guokr.com/article/460371/,奥运健儿倾力加持直播发布，安踏突破性科技发布引发运动热议新浪潮
17.48万-18.48万，广汽本田2022款VE-1 TA系列上市,http://www.guokr.com/article/460365/,“新四化”浪潮席卷之下，新能源汽车正在重构人们对于未来出行的想象。9月26日，广汽本田2022款VE-1 TA系列上市发布会召开。
新能源汽车都在死磕空气，图什么？,http://www.guokr.com/article/460363/,图速度，也图续航
OPPO未来玩机发布会“三屏”齐发，为超能玩家提供硬核之选,http://www.guokr.com/article/460361/,OPPO K9 Pro手机、75英寸OPPO K9智能电视、OPPO Watch Free三款产品今日齐发布
运动美学新标杆  东风Honda第十一代思域正式上市 ,http://www.guokr.com/article/460353/,9月24日，随着以“我，即世界”为主题的线上发布会举行，东风Honda第十一代思域正式上市。新车共推出6款车型，市场指导价12.99万元—16.39万元。
免费开放超60项专利，长城汽车首次揭秘大禹电池技术,http://www.guokr.com/article/460350/,长城汽车大禹电池技术以“变堵为疏”为设计理念，采取8大创新设计
Timberland 携经典黄靴及全新鞋履家族，打造2021年「踢不烂的你」,http://www.guokr.com/article/460348/,自1973年第一双经典黄靴诞生以来，Timberland的经典靴款就深受欢迎，坚实耐用的品质也代表着Timberland的「踢不烂」精神。多年以来，「踢不烂」精...
再度刷新纪录！比亚迪实现新能源乘用车月销三连冠,http://www.guokr.com/article/460347/,根据官方数据，8月份比亚迪新能源销量同比增长331.9%
Vlog一次成片 华为nova9系列HarmonyOS手机精彩耀现,http://www.guokr.com/article/460343/,021年9月23日，华为发布nova9 系列，带来最新的HarmonyOS潮流旗舰。此次发布的两款机型nova9 Pro和nova9，基于HarmonyOS 2系统扩展与提升影像和性能体验，由此带来前所未有的自拍和Vlog拍摄体验。
英特尔 Evo™ 跨界贾樟柯，首创迷你短剧探索科技和人生的进化之旅,http://www.guokr.com/article/460341/,40 款英特尔 Evo™ 笔记本家族全球首秀亮相中国，软硬件双进化大秀“百变武艺”
创维旗舰新品震撼面世：以“真实”科技力拓展行业全新价值空间,http://www.guokr.com/article/460346/,2021年9月23日，“致敬真实”创维电视2021秋季新品发布会在京举行，重磅发布四款覆盖OLED、MiniLED两大前沿显示技术的旗舰新品——创维0.86高色准OLED电视S82、创维鸣丽屏®SmartMiniLED电视Q72、真120Hz无屏闪音画旗舰A20 Pro及创维首款OLED电竞显示器G90，以突破行业的技术水平和产品实力，向“真实视界”更进一步。
广汽本田锐·混动联盟极限续航2994.2km，再创新记录展现电驱混动超强技术魅力,http://www.guokr.com/article/460339/,9月22日，广汽本田联合央视财经打造国内汽车行业首个全流程XR 4K直播发布会
汉EV的高电压充电技术有什么特别之处？,http://www.guokr.com/article/460338/,好马配好鞍，刀片电池采用高压充电方案
高性能与豪华感“合体” 领克09全系预售正式开启,http://www.guokr.com/article/460337/,9月19日，领克09首台由用户智选配置的量产车于领克梅山工厂正式下线，并在直播中公布了预售价格区间，MHEV车型预售价格27-35万元，PHEV车型预售价格32-40万元。领克09将于10月9日9：09在领克官方商城开启线上预订，并于领克品牌5周年盛典当日正式上市。
比亚迪汉8月成绩单来了，热销9035辆，呈稳健增长态势,http://www.guokr.com/article/460325/,持续领跑中国品牌中大型轿车市场
影像功能升级，一加携手哈苏推出全新一加哈苏XPan宽画幅模式,http://www.guokr.com/article/460320/,复刻经典
超越电动·BMW i 灵感空间华丽亮相，全国巡展正式启程,http://www.guokr.com/article/460319/,9月16日，宝马集团首个为BMW i品牌定制的全国巡展“超越电动 BMW i 灵感空间”在北京华贸中心正式亮相。充满艺术感的科技空间、前沿的首发豪华车型、妙趣横...
